Region,Country,State,City,Month,Day,Year,AvgTemperature
Europe,Russia,,Moscow,4,11,1995,52.7
Europe,Russia,,Moscow,4,12,1995,45.9
Europe,Russia,,Moscow,4,13,1995,42.3
Europe,Russia,,Moscow,4,14,1995,37.9
Europe,Russia,,Moscow,4,15,1995,43.7
Europe,Russia,,Moscow,4,16,1995,46.3
Europe,Russia,,Moscow,4,17,1995,48.9
Europe,Russia,,Moscow,4,18,1995,57.5
Europe,Russia,,Moscow,4,19,1995,62.0
Europe,Russia,,Moscow,4,20,1995,62.5
Europe,Russia,,Moscow,4,21,1995,59.8
Europe,Russia,,Moscow,4,22,1995,62.3
Europe,Russia,,Moscow,4,23,1995,63.3
Europe,Russia,,Moscow,4,24,1995,64.3
Europe,Russia,,Moscow,4,25,1995,64.9
Europe,Russia,,Moscow,4,26,1995,57.9
Europe,Russia,,Moscow,4,27,1995,54.7
Europe,Russia,,Moscow,4,28,1995,56.1
Europe,Russia,,Moscow,4,29,1995,49.9
Europe,Russia,,Moscow,4,30,1995,39.4
Europe,Russia,,Moscow,5,1,1995,36.6
Europe,Russia,,Moscow,5,2,1995,31.3
Europe,Russia,,Moscow,5,3,1995,39.6
Europe,Russia,,Moscow,5,4,1995,47.3
Europe,Russia,,Moscow,5,5,1995,47.6
Europe,Russia,,Moscow,5,6,1995,45.9
Europe,Russia,,Moscow,5,7,1995,51.4
Europe,Russia,,Moscow,5,8,1995,51.9
Europe,Russia,,Moscow,5,9,1995,51.9
Europe,Russia,,Moscow,5,10,1995,44.5
Europe,Russia,,Moscow,5,11,1995,38.4
Europe,Russia,,Moscow,5,12,1995,45.0
Europe,Russia,,Moscow,5,13,1995,54.1
Europe,Russia,,Moscow,5,14,1995,63.9
Europe,Russia,,Moscow,5,15,1995,65.1
Europe,Russia,,Moscow,5,16,1995,44.8
Europe,Russia,,Moscow,5,17,1995,50.2
Europe,Russia,,Moscow,5,18,1995,57.1
Europe,Russia,,Moscow,5,19,1995,61.3
Europe,Russia,,Moscow,5,20,1995,60.6
Europe,Russia,,Moscow,5,21,1995,67.1
Europe,Russia,,Moscow,5,22,1995,65.8
Europe,Russia,,Moscow,5,23,1995,60.0
Europe,Russia,,Moscow,5,24,1995,66.2
Europe,Russia,,Moscow,5,25,1995,72.3
Europe,Russia,,Moscow,5,26,1995,72.2
Europe,Russia,,Moscow,5,27,1995,72.3
Europe,Russia,,Moscow,5,28,1995,72.8
Europe,Russia,,Moscow,5,29,1995,73.7
Europe,Russia,,Moscow,5,30,1995,70.6
Europe,Russia,,Moscow,5,31,1995,71.5
Europe,Russia,,Moscow,6,1,1995,72.6
Europe,Russia,,Moscow,6,2,1995,70.3
Europe,Russia,,Moscow,6,3,1995,72.5
Europe,Russia,,Moscow,6,4,1995,69.5
Europe,Russia,,Moscow,6,5,1995,64.8
Europe,Russia,,Moscow,6,6,1995,54.6
Europe,Russia,,Moscow,6,7,1995,61.3
Europe,Russia,,Moscow,6,8,1995,65.2
Europe,Russia,,Moscow,6,9,1995,68.5
Europe,Russia,,Moscow,6,10,1995,69.9
Europe,Russia,,Moscow,6,11,1995,73.3
Europe,Russia,,Moscow,6,12,1995,69.4
Europe,Russia,,Moscow,6,13,1995,70.5
Europe,Russia,,Moscow,6,14,1995,72.5
Europe,Russia,,Moscow,6,15,1995,69.6
Europe,Russia,,Moscow,6,16,1995,72.8
Europe,Russia,,Moscow,6,17,1995,71.6
Europe,Russia,,Moscow,6,18,1995,68.9
Europe,Russia,,Moscow,6,19,1995,64.2
Europe,Russia,,Moscow,6,20,1995,60.7
Europe,Russia,,Moscow,6,21,1995,53.9
Europe,Russia,,Moscow,6,22,1995,57.0
Europe,Russia,,Moscow,6,23,1995,57.6
Europe,Russia,,Moscow,6,24,1995,58.2
Europe,Russia,,Moscow,6,25,1995,61.8
Europe,Russia,,Moscow,6,26,1995,66.6
Europe,Russia,,Moscow,6,27,1995,68.2
Europe,Russia,,Moscow,6,28,1995,62.0
Europe,Russia,,Moscow,6,29,1995,63.1
Europe,Russia,,Moscow,6,30,1995,62.1
Europe,Russia,,Moscow,7,1,1995,61.1
Europe,Russia,,Moscow,7,2,1995,55.7
Europe,Russia,,Moscow,7,3,1995,56.8
Europe,Russia,,Moscow,7,4,1995,66.5
Europe,Russia,,Moscow,7,5,1995,66.9
Europe,Russia,,Moscow,7,6,1995,61.6
Europe,Russia,,Moscow,7,7,1995,59.9
Europe,Russia,,Moscow,7,8,1995,66.5
Europe,Russia,,Moscow,7,9,1995,71.4
Europe,Russia,,Moscow,7,10,1995,63.4
Europe,Russia,,Moscow,7,11,1995,57.7
Europe,Russia,,Moscow,7,12,1995,60.0
Europe,Russia,,Moscow,7,13,1995,61.4
Europe,Russia,,Moscow,7,14,1995,66.6
Europe,Russia,,Moscow,7,15,1995,59.0
Europe,Russia,,Moscow,7,16,1995,54.1
Europe,Russia,,Moscow,7,17,1995,57.4
Europe,Russia,,Moscow,7,18,1995,64.3
Europe,Russia,,Moscow,7,19,1995,64.8
Europe,Russia,,Moscow,7,20,1995,60.3
Europe,Russia,,Moscow,7,21,1995,62.9
Europe,Russia,,Moscow,7,22,1995,68.2
Europe,Russia,,Moscow,7,23,1995,70.1
Europe,Russia,,Moscow,7,24,1995,63.3
Europe,Russia,,Moscow,7,25,1995,60.5
Europe,Russia,,Moscow,7,26,1995,64.2
Europe,Russia,,Moscow,7,27,1995,62.5
Europe,Russia,,Moscow,7,28,1995,56.6
Europe,Russia,,Moscow,7,29,1995,60.7
Europe,Russia,,Moscow,7,30,1995,67.1
Europe,Russia,,Moscow,7,31,1995,61.5
Europe,Russia,,Moscow,8,1,1995,63.8
Europe,Russia,,Moscow,8,2,1995,65.3
Europe,Russia,,Moscow,8,3,1995,66.7
Europe,Russia,,Moscow,8,4,1995,69.3
Europe,Russia,,Moscow,8,5,1995,62.4
Europe,Russia,,Moscow,8,6,1995,59.8
Europe,Russia,,Moscow,8,7,1995,60.4
Europe,Russia,,Moscow,8,8,1995,62.1
Europe,Russia,,Moscow,8,9,1995,53.0
Europe,Russia,,Moscow,8,10,1995,55.4
Europe,Russia,,Moscow,8,11,1995,52.5
Europe,Russia,,Moscow,8,12,1995,50.6
Europe,Russia,,Moscow,8,13,1995,49.8
Europe,Russia,,Moscow,8,14,1995,52.0
Europe,Russia,,Moscow,8,15,1995,55.1
Europe,Russia,,Moscow,8,16,1995,58.2
Europe,Russia,,Moscow,8,17,1995,60.2
Europe,Russia,,Moscow,8,18,1995,64.1
Europe,Russia,,Moscow,8,19,1995,68.1
Europe,Russia,,Moscow,8,20,1995,64.8
Europe,Russia,,Moscow,8,21,1995,56.0
Europe,Russia,,Moscow,8,22,1995,53.5
Europe,Russia,,Moscow,8,23,1995,62.2
Europe,Russia,,Moscow,8,24,1995,66.7
Europe,Russia,,Moscow,8,25,1995,69.1
Europe,Russia,,Moscow,8,26,1995,70.0
Europe,Russia,,Moscow,8,27,1995,67.1
Europe,Russia,,Moscow,8,28,1995,62.8
Europe,Russia,,Moscow,8,29,1995,60.8
Europe,Russia,,Moscow,8,30,1995,63.9
Europe,Russia,,Moscow,8,31,1995,68.2
Europe,Russia,,Moscow,9,1,1995,64.4
Europe,Russia,,Moscow,9,2,1995,72.5
Europe,Russia,,Moscow,9,3,1995,70.7
Europe,Russia,,Moscow,9,4,1995,66.4
Europe,Russia,,Moscow,9,5,1995,64.6
Europe,Russia,,Moscow,9,6,1995,60.6
Europe,Russia,,Moscow,9,7,1995,59.3
Europe,Russia,,Moscow,9,8,1995,64.2
Europe,Russia,,Moscow,9,9,1995,59.1
Europe,Russia,,Moscow,9,10,1995,62.2
Europe,Russia,,Moscow,9,11,1995,62.9
Europe,Russia,,Moscow,9,12,1995,56.4
Europe,Russia,,Moscow,9,13,1995,52.9
Europe,Russia,,Moscow,9,14,1995,48.4
Europe,Russia,,Moscow,9,15,1995,45.8
Europe,Russia,,Moscow,9,16,1995,43.7
Europe,Russia,,Moscow,9,17,1995,39.9
Europe,Russia,,Moscow,9,18,1995,42.2
Europe,Russia,,Moscow,9,19,1995,43.2
Europe,Russia,,Moscow,9,20,1995,44.4
Europe,Russia,,Moscow,9,21,1995,43.5
Europe,Russia,,Moscow,9,22,1995,42.8
Europe,Russia,,Moscow,9,23,1995,44.5
Europe,Russia,,Moscow,9,24,1995,41.2
Europe,Russia,,Moscow,9,25,1995,47.3
Europe,Russia,,Moscow,9,26,1995,49.8
Europe,Russia,,Moscow,9,27,1995,54.0
Europe,Russia,,Moscow,9,28,1995,52.3
Europe,Russia,,Moscow,9,29,1995,49.7
Europe,Russia,,Moscow,9,30,1995,55.8
Europe,Russia,,Moscow,10,1,1995,45.1
Europe,Russia,,Moscow,10,2,1995,45.5
Europe,Russia,,Moscow,10,3,1995,41.5
Europe,Russia,,Moscow,10,4,1995,44.5
Europe,Russia,,Moscow,10,5,1995,44.5
Europe,Russia,,Moscow,10,6,1995,44.8
Europe,Russia,,Moscow,10,7,1995,47.4
Europe,Russia,,Moscow,10,8,1995,48.8
Europe,Russia,,Moscow,10,9,1995,49.9
Europe,Russia,,Moscow,10,10,1995,50.1
Europe,Russia,,Moscow,10,11,1995,50.8
Europe,Russia,,Moscow,10,12,1995,45.9
Europe,Russia,,Moscow,10,13,1995,45.7
Europe,Russia,,Moscow,10,14,1995,44.6
Europe,Russia,,Moscow,10,15,1995,31.8
Europe,Russia,,Moscow,10,16,1995,30.6
Europe,Russia,,Moscow,10,17,1995,42.0
Europe,Russia,,Moscow,10,18,1995,47.5
Europe,Russia,,Moscow,10,19,1995,48.7
Europe,Russia,,Moscow,10,20,1995,44.0
Europe,Russia,,Moscow,10,21,1995,37.4
Europe,Russia,,Moscow,10,22,1995,30.1
Europe,Russia,,Moscow,10,23,1995,30.9
Europe,Russia,,Moscow,10,24,1995,38.9
Europe,Russia,,Moscow,10,25,1995,40.5
Europe,Russia,,Moscow,10,26,1995,41.5
Europe,Russia,,Moscow,10,27,1995,39.4
Europe,Russia,,Moscow,10,28,1995,42.1
Europe,Russia,,Moscow,10,29,1995,40.6
Europe,Russia,,Moscow,10,30,1995,31.6
Europe,Russia,,Moscow,10,31,1995,35.0
Europe,Russia,,Moscow,11,1,1995,22.8
Europe,Russia,,Moscow,11,2,1995,28.5
Europe,Russia,,Moscow,11,3,1995,31.9
Europe,Russia,,Moscow,11,4,1995,24.5
Europe,Russia,,Moscow,11,5,1995,22.7
Europe,Russia,,Moscow,11,6,1995,23.2
Europe,Russia,,Moscow,11,7,1995,27.1
Europe,Russia,,Moscow,11,8,1995,28.1
Europe,Russia,,Moscow,11,9,1995,25.6
Europe,Russia,,Moscow,11,10,1995,23.3
Europe,Russia,,Moscow,11,11,1995,13.6
Europe,Russia,,Moscow,11,12,1995,18.2
Europe,Russia,,Moscow,11,13,1995,20.3
Europe,Russia,,Moscow,11,14,1995,29.9
Europe,Russia,,Moscow,11,15,1995,31.0
Europe,Russia,,Moscow,11,16,1995,33.3
Europe,Russia,,Moscow,11,17,1995,34.9
Europe,Russia,,Moscow,11,18,1995,37.8
Europe,Russia,,Moscow,11,19,1995,28.7
Europe,Russia,,Moscow,11,20,1995,22.3
Europe,Russia,,Moscow,11,21,1995,16.0
Europe,Russia,,Moscow,11,22,1995,12.6
Europe,Russia,,Moscow,11,23,1995,20.7
Europe,Russia,,Moscow,11,24,1995,19.6
Europe,Russia,,Moscow,11,25,1995,28.9
Europe,Russia,,Moscow,11,26,1995,34.3
Europe,Russia,,Moscow,11,27,1995,33.0
Europe,Russia,,Moscow,11,28,1995,25.5
Europe,Russia,,Moscow,11,29,1995,10.6
Europe,Russia,,Moscow,11,30,1995,15.2
Europe,Russia,,Moscow,12,1,1995,24.3
Europe,Russia,,Moscow,12,2,1995,26.2
Europe,Russia,,Moscow,12,3,1995,14.4
Europe,Russia,,Moscow,12,4,1995,9.3
Europe,Russia,,Moscow,12,5,1995,0.0
Europe,Russia,,Moscow,12,6,1995,16.5
Europe,Russia,,Moscow,12,7,1995,22.7
Europe,Russia,,Moscow,12,8,1995,19.9
Europe,Russia,,Moscow,12,9,1995,17.8
Europe,Russia,,Moscow,12,10,1995,21.1
Europe,Russia,,Moscow,12,11,1995,22.6
Europe,Russia,,Moscow,12,12,1995,19.9
Europe,Russia,,Moscow,12,13,1995,22.8
Europe,Russia,,Moscow,12,14,1995,20.3
Europe,Russia,,Moscow,12,15,1995,15.2
Europe,Russia,,Moscow,12,16,1995,9.4
Europe,Russia,,Moscow,12,17,1995,26.1
Europe,Russia,,Moscow,12,18,1995,22.7
Europe,Russia,,Moscow,12,19,1995,5.8
Europe,Russia,,Moscow,12,20,1995,3.4
Europe,Russia,,Moscow,12,21,1995,14.7
Europe,Russia,,Moscow,12,22,1995,11.8
Europe,Russia,,Moscow,12,23,1995,5.7
Europe,Russia,,Moscow,12,24,1995,20.8
Europe,Russia,,Moscow,12,25,1995,2.0
Europe,Russia,,Moscow,12,26,1995,5.8
Europe,Russia,,Moscow,12,27,1995,1.5
Europe,Russia,,Moscow,12,28,1995,-5.5
Europe,Russia,,Moscow,12,29,1995,-0.2
Europe,Russia,,Moscow,12,30,1995,-0.6
Europe,Russia,,Moscow,12,31,1995,-2.8
Europe,Russia,,Moscow,1,1,1996,-3.0
Europe,Russia,,Moscow,1,2,1996,-6.1
Europe,Russia,,Moscow,1,3,1996,1.8
Europe,Russia,,Moscow,1,4,1996,7.6
Europe,Russia,,Moscow,1,5,1996,17.1
Europe,Russia,,Moscow,1,6,1996,19.4
Europe,Russia,,Moscow,1,7,1996,15.9
Europe,Russia,,Moscow,1,8,1996,17.9
Europe,Russia,,Moscow,1,9,1996,8.4
Europe,Russia,,Moscow,1,10,1996,12.0
Europe,Russia,,Moscow,1,11,1996,10.2
Europe,Russia,,Moscow,1,12,1996,12.1
Europe,Russia,,Moscow,1,13,1996,9.5
Europe,Russia,,Moscow,1,14,1996,6.6
Europe,Russia,,Moscow,1,15,1996,12.6
Europe,Russia,,Moscow,1,16,1996,20.6
Europe,Russia,,Moscow,1,17,1996,22.9
Europe,Russia,,Moscow,1,18,1996,21.6
Europe,Russia,,Moscow,1,19,1996,22.3
Europe,Russia,,Moscow,1,20,1996,20.7
Europe,Russia,,Moscow,1,21,1996,18.6
Europe,Russia,,Moscow,1,22,1996,13.7
Europe,Russia,,Moscow,1,23,1996,5.5
Europe,Russia,,Moscow,1,24,1996,6.6
Europe,Russia,,Moscow,1,25,1996,8.4
Europe,Russia,,Moscow,1,26,1996,8.5
Europe,Russia,,Moscow,1,27,1996,17.5
Europe,Russia,,Moscow,1,28,1996,1.3
Europe,Russia,,Moscow,1,29,1996,13.7
Europe,Russia,,Moscow,1,30,1996,10.8
Europe,Russia,,Moscow,1,31,1996,16.8
Europe,Russia,,Moscow,2,1,1996,15.7
Europe,Russia,,Moscow,2,2,1996,16.8
Europe,Russia,,Moscow,2,3,1996,5.2
Europe,Russia,,Moscow,2,4,1996,9.1
Europe,Russia,,Moscow,2,5,1996,8.4
Europe,Russia,,Moscow,2,6,1996,4.9
Europe,Russia,,Moscow,2,7,1996,-4.1
Europe,Russia,,Moscow,2,8,1996,-3.5
Europe,Russia,,Moscow,2,9,1996,-2.0
Europe,Russia,,Moscow,2,10,1996,-1.4
Europe,Russia,,Moscow,2,11,1996,2.9
Europe,Russia,,Moscow,2,12,1996,0.8
Europe,Russia,,Moscow,2,13,1996,0.9
Europe,Russia,,Moscow,2,14,1996,4.4
Europe,Russia,,Moscow,2,15,1996,9.1
Europe,Russia,,Moscow,2,16,1996,7.5
Europe,Russia,,Moscow,2,17,1996,26.2
Europe,Russia,,Moscow,2,18,1996,29.5
Europe,Russia,,Moscow,2,19,1996,16.0
Europe,Russia,,Moscow,2,20,1996,18.5
Europe,Russia,,Moscow,2,21,1996,27.8
Europe,Russia,,Moscow,2,22,1996,32.1
Europe,Russia,,Moscow,2,23,1996,33.5
Europe,Russia,,Moscow,2,24,1996,31.0
Europe,Russia,,Moscow,2,25,1996,21.8
Europe,Russia,,Moscow,2,26,1996,11.1
Europe,Russia,,Moscow,2,27,1996,7.2
Europe,Russia,,Moscow,2,28,1996,12.2
Europe,Russia,,Moscow,2,29,1996,14.5
Europe,Russia,,Moscow,3,1,1996,14.9
Europe,Russia,,Moscow,3,2,1996,14.9
Europe,Russia,,Moscow,3,3,1996,17.3
Europe,Russia,,Moscow,3,4,1996,18.5
Europe,Russia,,Moscow,3,5,1996,21.6
Europe,Russia,,Moscow,3,6,1996,19.5
Europe,Russia,,Moscow,3,7,1996,21.2
Europe,Russia,,Moscow,3,8,1996,20.5
Europe,Russia,,Moscow,3,9,1996,26.6
Europe,Russia,,Moscow,3,10,1996,25.3
Europe,Russia,,Moscow,3,11,1996,23.1
Europe,Russia,,Moscow,3,12,1996,27.4
Europe,Russia,,Moscow,3,13,1996,27.9
Europe,Russia,,Moscow,3,14,1996,26.9
Europe,Russia,,Moscow,3,15,1996,28.5
Europe,Russia,,Moscow,3,16,1996,23.5
Europe,Russia,,Moscow,3,17,1996,23.9
Europe,Russia,,Moscow,3,18,1996,27.0
Europe,Russia,,Moscow,3,19,1996,27.4
Europe,Russia,,Moscow,3,20,1996,27.7
Europe,Russia,,Moscow,3,21,1996,27.8
Europe,Russia,,Moscow,3,22,1996,26.4
Europe,Russia,,Moscow,3,23,1996,27.2
Europe,Russia,,Moscow,3,24,1996,30.6
Europe,Russia,,Moscow,3,25,1996,30.6
Europe,Russia,,Moscow,3,26,1996,24.7
Europe,Russia,,Moscow,3,27,1996,25.8
Europe,Russia,,Moscow,3,28,1996,26.1
Europe,Russia,,Moscow,3,29,1996,28.6
Europe,Russia,,Moscow,3,30,1996,24.9
Europe,Russia,,Moscow,3,31,1996,27.2
Europe,Russia,,Moscow,4,1,1996,32.7
Europe,Russia,,Moscow,4,2,1996,36.0
Europe,Russia,,Moscow,4,3,1996,39.4
Europe,Russia,,Moscow,4,4,1996,36.2
Europe,Russia,,Moscow,4,5,1996,39.4
Europe,Russia,,Moscow,4,6,1996,41.5
Europe,Russia,,Moscow,4,7,1996,38.0
Europe,Russia,,Moscow,4,8,1996,38.2
Europe,Russia,,Moscow,4,9,1996,38.7
Europe,Russia,,Moscow,4,10,1996,38.7
Europe,Russia,,Moscow,4,11,1996,39.0
Europe,Russia,,Moscow,4,12,1996,39.4
Europe,Russia,,Moscow,4,13,1996,40.0
Europe,Russia,,Moscow,4,14,1996,41.5
Europe,Russia,,Moscow,4,15,1996,41.2
Europe,Russia,,Moscow,4,16,1996,39.4
Europe,Russia,,Moscow,4,17,1996,43.9
Europe,Russia,,Moscow,4,18,1996,38.1
Europe,Russia,,Moscow,4,19,1996,39.6
Europe,Russia,,Moscow,4,20,1996,48.0
Europe,Russia,,Moscow,4,21,1996,46.8
Europe,Russia,,Moscow,4,22,1996,52.7
Europe,Russia,,Moscow,4,23,1996,59.9
Europe,Russia,,Moscow,4,24,1996,53.5
Europe,Russia,,Moscow,4,25,1996,39.2
Europe,Russia,,Moscow,4,26,1996,37.9
Europe,Russia,,Moscow,4,27,1996,42.4
Europe,Russia,,Moscow,4,28,1996,38.7
Europe,Russia,,Moscow,4,29,1996,46.3
Europe,Russia,,Moscow,4,30,1996,57.3
Europe,Russia,,Moscow,5,1,1996,56.6
Europe,Russia,,Moscow,5,2,1996,64.4
Europe,Russia,,Moscow,5,3,1996,62.1
Europe,Russia,,Moscow,5,4,1996,60.8
Europe,Russia,,Moscow,5,5,1996,62.3
Europe,Russia,,Moscow,5,6,1996,57.9
Europe,Russia,,Moscow,5,7,1996,59.9
Europe,Russia,,Moscow,5,8,1996,58.5
Europe,Russia,,Moscow,5,9,1996,64.5
Europe,Russia,,Moscow,5,10,1996,68.5
Europe,Russia,,Moscow,5,11,1996,67.5
Europe,Russia,,Moscow,5,12,1996,68.1
Europe,Russia,,Moscow,5,13,1996,67.8
Europe,Russia,,Moscow,5,14,1996,68.6
Europe,Russia,,Moscow,5,15,1996,69.1
Europe,Russia,,Moscow,5,16,1996,65.5
Europe,Russia,,Moscow,5,17,1996,56.2
Europe,Russia,,Moscow,5,18,1996,58.8
Europe,Russia,,Moscow,5,19,1996,51.3
Europe,Russia,,Moscow,5,20,1996,53.1
Europe,Russia,,Moscow,5,21,1996,47.6
Europe,Russia,,Moscow,5,22,1996,51.8
Europe,Russia,,Moscow,5,23,1996,47.6
Europe,Russia,,Moscow,5,24,1996,52.6
Europe,Russia,,Moscow,5,25,1996,52.7
Europe,Russia,,Moscow,5,26,1996,56.4
Europe,Russia,,Moscow,5,27,1996,57.4
Europe,Russia,,Moscow,5,28,1996,55.9
Europe,Russia,,Moscow,5,29,1996,63.4
Europe,Russia,,Moscow,5,30,1996,54.8
Europe,Russia,,Moscow,5,31,1996,52.4
Europe,Russia,,Moscow,6,1,1996,53.3
Europe,Russia,,Moscow,6,2,1996,58.1
Europe,Russia,,Moscow,6,3,1996,63.3
Europe,Russia,,Moscow,6,4,1996,69.1
Europe,Russia,,Moscow,6,5,1996,62.4
Europe,Russia,,Moscow,6,6,1996,60.1
Europe,Russia,,Moscow,6,7,1996,63.1
Europe,Russia,,Moscow,6,8,1996,57.4
Europe,Russia,,Moscow,6,9,1996,62.3
Europe,Russia,,Moscow,6,10,1996,66.2
Europe,Russia,,Moscow,6,11,1996,63.0
Europe,Russia,,Moscow,6,12,1996,67.4
Europe,Russia,,Moscow,6,13,1996,68.4
Europe,Russia,,Moscow,6,14,1996,59.1
Europe,Russia,,Moscow,6,15,1996,54.2
Europe,Russia,,Moscow,6,16,1996,53.2
Europe,Russia,,Moscow,6,17,1996,50.7
Europe,Russia,,Moscow,6,18,1996,53.3
Europe,Russia,,Moscow,6,19,1996,58.5
Europe,Russia,,Moscow,6,20,1996,61.0
Europe,Russia,,Moscow,6,21,1996,60.0
Europe,Russia,,Moscow,6,22,1996,64.2
Europe,Russia,,Moscow,6,23,1996,68.3
Europe,Russia,,Moscow,6,24,1996,73.3
Europe,Russia,,Moscow,6,25,1996,61.3
Europe,Russia,,Moscow,6,26,1996,61.0
Europe,Russia,,Moscow,6,27,1996,60.0
Europe,Russia,,Moscow,6,28,1996,54.7
Europe,Russia,,Moscow,6,29,1996,52.0
Europe,Russia,,Moscow,6,30,1996,60.4
Europe,Russia,,Moscow,7,1,1996,59.7
Europe,Russia,,Moscow,7,2,1996,59.5
Europe,Russia,,Moscow,7,3,1996,63.3
Europe,Russia,,Moscow,7,4,1996,60.1
Europe,Russia,,Moscow,7,5,1996,63.1
Europe,Russia,,Moscow,7,6,1996,68.7
Europe,Russia,,Moscow,7,7,1996,70.6
Europe,Russia,,Moscow,7,8,1996,70.3
Europe,Russia,,Moscow,7,9,1996,76.5
Europe,Russia,,Moscow,7,10,1996,80.4
